Status;Ano SolicitaÁ„o;SEI;Sexo;Estado Civil;Idade SolicitaÁ„o;PaÌs de Origem;Continente;Cidade SolicitaÁ„o;UF SolicitaÁ„o;Ano Decis„o;Motivo Arquivamento;Diff_Decisao_solicitacao;Alvo
RECONHECIDOS;2014;SIM;FEMININO;MENOR;8;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;FEMININO;MENOR;12;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);41;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);50;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2007;SIM;MASCULINO;SOLTEIRO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2008;;1;B
RECONHECIDOS;2011;SIM;FEMININO;SOLTEIRO(A);22;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;1;B
RECONHECIDOS;2013;SIM;FEMININO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;MENOR;17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2008;N√O;FEMININO;CASADO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2008;N√O;FEMININO;CASADO(A);22;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2008;;0;B
RECONHECIDOS;2008;N√O;MASCULINO;SOLTEIRO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2008;N√O;MASCULINO;CASADO(A);35;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2004;N√O;MASCULINO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2005;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);28;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;MENOR;15;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2012;N√O;MASCULINO;SOLTEIRO(A);16;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);44;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);38;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);35;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);41;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2004;SIM;MASCULINO;DIVORCIADO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2005;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);32;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);40;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);21;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2011;SIM;MASCULINO;CASADO(A);35;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2011;;0;B
RECONHECIDOS;2011;SIM;FEMININO;SOLTEIRO(A);16;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2011;;0;B
RECONHECIDOS;2011;SIM;FEMININO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);39;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);41;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;MENOR;4;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);32;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2009;N√O;FEMININO;SOLTEIRO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2009;SIM;FEMININO;SOLTEIRO(A);22;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2009;N√O;FEMININO;CASADO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2015;SIM;FEMININO;MENOR;13;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;0;B
RECONHECIDOS;2011;N√O;MASCULINO;CASADO(A);34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2011;;0;B
RECONHECIDOS;2012;N√O;MASCULINO;DESCONHECIDO;14;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;0;B
RECONHECIDOS;2012;SIM;FEMININO;SOLTEIRO(A);13;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;MENOR;17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;MENOR;17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);43;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;56;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);42;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);15;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2008;SIM;MASCULINO;MENOR;1;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2008;SIM;FEMININO;CASADO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2013;SIM;FEMININO;MENOR;5;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;2;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;8;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;MENOR;14;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);15;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2008;SIM;FEMININO;SOLTEIRO(A);14;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2009;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;5;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;8;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);42;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2012;SIM;FEMININO;DESCONHECIDO;Desconhecido;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;2;A
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;N√O;MASCULINO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;0;B
RECONHECIDOS;2012;SIM;MASCULINO;DESCONHECIDO;38;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2012;N√O;FEMININO;DESCONHECIDO;25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2006;N√O;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;1;B
RECONHECIDOS;2013;SIM;FEMININO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;3;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;DESCONHECIDO;32;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;MENOR;17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;FEMININO;DESCONHECIDO;19;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2009;N√O;MASCULINO;SOLTEIRO(A);15;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2009;SIM;MASCULINO;CASADO(A);35;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);24;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);45;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2010;N√O;MASCULINO;CASADO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2011;;1;B
RECONHECIDOS;2010;N√O;FEMININO;CASADO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2011;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;8;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;FEMININO;MENOR;14;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;N√O;FEMININO;MENOR;13;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;0;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);54;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;MENOR;10;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;DESCONHECIDO;38;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2011;SIM;FEMININO;SOLTEIRO(A);28;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;1;B
RECONHECIDOS;2011;N√O;FEMININO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2012;;1;B
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);41;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;FEMININO;CASADO(A);38;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;DESCONHECIDO;25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;FEMININO;SOLTEIRO(A);22;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);44;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);43;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);28;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2012;SIM;FEMININO;UNI√O EST¡VEL;25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;MENOR;7;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;MENOR;1;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;CASADO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2012;N√O;MASCULINO;SOLTEIRO(A);22;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);14;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;0;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);32;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;VI⁄VO(A);34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;CASADO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2012;N√O;FEMININO;SOLTEIRO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;CASADO(A);43;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2012;N√O;FEMININO;SOLTEIRO(A);18;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2013;;1;B
RECONHECIDOS;2014;SIM;FEMININO;CASADO(A);31;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;FEMININO;SOLTEIRO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;FEMININO;VI⁄VO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);20;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);34;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);35;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);44;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;N√O;FEMININO;MENOR;4;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;N√O;FEMININO;CASADO(A);33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);33;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;N√O;FEMININO;MENOR;6;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;N√O;FEMININO;MENOR;8;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2006;N√O;FEMININO;CASADO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;1;B
RECONHECIDOS;2006;N√O;MASCULINO;MENOR;6;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;1;B
RECONHECIDOS;2013;N√O;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;MENOR;17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;2;A
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2012;SIM;MASCULINO;SOLTEIRO(A);17;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;2;A
RECONHECIDOS;2006;N√O;FEMININO;VI⁄VO(A);27;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;1;B
RECONHECIDOS;2006;N√O;FEMININO;VI⁄VO(A);37;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;1;B
RECONHECIDOS;2006;N√O;MASCULINO;SOLTEIRO(A);30;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2008;;2;A
RECONHECIDOS;2009;N√O;FEMININO;SOLTEIRO(A);36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2010;;1;B
RECONHECIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);19;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;0;B
RECONHECIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);36;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
RECONHECIDOS;2014;SIM;FEMININO;SOLTEIRO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2014;SIM;MASCULINO;MENOR;10;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2015;;1;B
RECONHECIDOS;2013;SIM;MASCULINO;CASADO(A);44;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2014;;1;B
